"Aircraft: Airline/Operator","Aircraft: Make/Model","Aircraft: Type","Airport: Name","Altitude bin","Conditions: Precipitation","Conditions: Sky","Effect: Impact to flight","Effect: Indicated Damage","Effect: Other","FlightDate","Number of human fatalities","Number of people injured","Origin State","Remarks","When: Phase of flight","When: Time of day","Wildlife: Number struck","Wildlife: Size","Wildlife: Species","Aircraft: Flight Number","Aircraft: Number of engines?","Cost: Other (inflation adj)","Cost: Repair (inflation adj)","Cost: Total $","Feet above ground","Miles from airport","Number of Records","Record ID","Speed (IAS) in knots"
"UNITED AIRLINES","B-737-300","Airplane","SAN FRANCISCO INTL ARPT","< 1000 ft",,,,"No damage",,11/25/2000 0:00,,,"California","BIRD STRIKE ON FINAL. COULD NOT FIND EVIDENCE","Approach",,1,"Medium","Unknown bird - medium",,2,0,0,0,400,,1,"206,671",
"UNITED AIRLINES","B-737-500","Airplane","UNKNOWN","Unknown",,,,"No damage",,11/24/2000 0:00,,,"N/A","FOUND BIRD STRIKE ON ARRIVAL AT L WING INBD LE. INSPN.",,,1,"Medium","Unknown bird - medium",,2,0,0,0,,,1,"203,281",
"UNITED AIRLINES","B-737-300","Airplane","SAN FRANCISCO INTL ARPT","< 1000 ft","None","Overcast","None","No damage",,11/24/2000 0:00,,,"California","STARLING/KILLDEER. FLT 2350","Landing Roll",,"2 to 10","Small","Unknown bird - small",,2,0,0,0,0,0,1,"205,078",130
"UNITED AIRLINES","B-737-300","Airplane","SAN FRANCISCO INTL ARPT","< 1000 ft",,,"Other","No damage","LOW FREQ HUMMING IN ENG",11/24/2000 0:00,,,"California","AT ROTATION, SAW MANY SML BIRDS SCATTER THEN SMELLED BURNT BIRD. LOW FREQUENCY HUMMING OF ENG. SUSPECTED SLIGHT VIBRATION IN CLIMB ONLY. STRONG FISH SMELL NOTED AT REAR OF FAN COWL, BLOOD & FEATHERS AROUND PRECOOLER. INGESTION. NO OTHER DMG NOTED. BORESCO","Take-off run",,"2 to 10","Small","Unknown bird - small",,2,0,0,0,0,0,1,"203,491",
"UNITED AIRLINES","B-757-200","Airplane","UNKNOWN","Unknown",,,,"Caused damage",,11/24/2000 0:00,,,"N/A","#2 LE SLAT WITH GOOD STRIKE DMG. 8 IN BY 9 IN BY .187 IN ON TE WEDE SECTION. SLAT ASSEMBLY PCN IS NOT IN STOCK.",,,1,,"Geese",,2,0,0,0,,,1,"202,589",
"UNITED AIRLINES","B-747-400","Airplane","UNKNOWN","Unknown",,,,"No damage",,11/23/2000 0:00,,,"N/A","EVIDENCE OF BIRD STRIKE #4 ENG. BORESCOPED.",,,1,"Medium","Unknown bird - medium",,4,0,0,0,,,1,"207,785",
"UNITED AIRLINES","B-767-200","Airplane","UNKNOWN","Unknown",,,,"No damage",,11/23/2000 0:00,,,"N/A","#10 SLAT HAD BIRD STRIKE FOUND ON PREFLT INSPN. INSPCTD.",,,1,"Medium","Unknown bird - medium",,2,0,0,0,,,1,"208,026",
"UNITED AIRLINES","A-319","Airplane","DENVER INTL AIRPORT","< 1000 ft",,,,"No damage",,11/23/2000 0:00,,,"Colorado","POSSIBLE BIRD STRIKE ON LDG, RT SIDE. INSPN.","Landing Roll",,1,"Medium","Unknown bird - medium",,2,0,0,0,0,0,1,"206,731",
"UNITED AIRLINES","A-319","Airplane","CHICAGO O'HARE INTL ARPT","< 1000 ft",,,,"No damage",,11/23/2000 0:00,,,"Illinois","SAW 4-5 DUCKS OR GEESE. 1 HIT ABOVE WINDSCREEN ON SHORT FINAL. INSPN.","Approach",,1,,"Ducks, geese, swans",,2,0,0,0,200,,1,"204,006",
"UNITED AIRLINES","B-727-200","Airplane","UNKNOWN","Unknown",,,,"No damage",,11/22/2000 0:00,,,"N/A","EVIDENCE OF BIRD STRIKE ON UPPER RH FUSELAGE ABOVE CO/P WINDOW. SUSPECT SML BIRD. INSPN.",,,1,"Small","Unknown bird - small",,3,0,0,0,,,1,"210,626",
"UNITED AIRLINES","A-320","Airplane","UNKNOWN","Unknown",,,,"No damage",,11/22/2000 0:00,,,"N/A","CLEANED. HIT BEHIND STBY STATIC PORT ABOVE FWE E&E DOOR. 2ND STRIKE FWD OF FWD E&E COMP DOOR",,,"2 to 10","Medium","Unknown bird - medium",,2,0,0,0,,,1,"207,040",
"UNITED AIRLINES","A-320","Airplane","UNKNOWN","Unknown",,,,"No damage",,11/22/2000 0:00,,,"N/A","EVIDENCE OF BIRD STRIKE ON LWR SURFACE OF RT WING BTWN ENGS. INSPN.",,,1,"Medium","Unknown bird - medium",,2,0,0,0,,,1,"206,022",
"UNITED AIRLINES","B-737-300","Airplane","SAN FRANCISCO INTL ARPT","< 1000 ft",,,,"No damage",,11/22/2000 0:00,,,"California","BIRD STRIKE ON ARRIVAL #5 LE SLAT. INSPN.","Landing Roll",,1,"Medium","Unknown bird - medium",,2,0,0,0,0,0,1,"205,318",
"UNITED AIRLINES","B-757-200","Airplane","UNKNOWN","Unknown",,,,"No damage",,11/21/2000 0:00,,,"N/A","L WING OTBD FLAP. INSPCTD AND CLEANED.",,,1,"Medium","Unknown bird - medium",,2,0,0,0,,,1,"204,145",
"UNITED AIRLINES","B-757-200","Airplane","UNKNOWN","Unknown",,,,"No damage",,11/21/2000 0:00,,,"N/A","BLOOD ON LE OF RT WING. INSPN.",,,1,"Medium","Unknown bird - medium",,2,0,0,0,,,1,"205,990",
"UNITED AIRLINES","B-757-200","Airplane","UNKNOWN","Unknown",,,,"No damage",,11/21/2000 0:00,,,"N/A","BIRDSTRIKE ON AIRFRAME. INSPN.",,,1,"Medium","Unknown bird - medium",,2,0,0,0,,,1,"205,100",
"UNITED AIRLINES","B-757-200","Airplane","UNKNOWN","Unknown",,,,"No damage",,11/21/2000 0:00,,,"N/A","BIRDSTRIKE ON AIRFRAME. INSPN FOUND ADDITIONAL STRIKE ON LH WING LE.",,,1,"Medium","Unknown bird - medium",,2,0,0,0,,,1,"204,547",
"UNITED AIRLINES","B-737-300","Airplane","UNKNOWN","Unknown",,,,"No damage",,11/21/2000 0:00,,,"N/A","EVIDENCE OF BIRD INGESTION. HIT BLADES 9 AND 10. BORESCOPE INSPN. DOWNLOAD AVM WITHIN 10 CYCLES. NO LIMITING DEFECTS.",,,1,"Medium","Unknown bird - medium",,2,0,0,0,,,1,"202,810",
"UNITED AIRLINES","B-737-200","Airplane","UNKNOWN","Unknown",,,,"No damage",,11/21/2000 0:00,,,"N/A","CLEANED AND INSPCTD.",,,1,"Medium","Unknown bird - medium",,2,0,0,0,,,1,"200,258",
"UNITED AIRLINES","A-320","Airplane","LUIS MUNOZ MARIN INTL -SAN JUAN","< 1000 ft",,,,"No damage",,11/21/2000 0:00,,,"Puerto Rico","BIRDSTRIKE. SUSPECT FWD RHS FUSELAGE. INSPN.","Take-off run",,1,"Medium","Unknown bird - medium",,2,0,0,0,0,0,1,"204,207",
"UNITED AIRLINES","A-320","Airplane","CHICAGO O'HARE INTL ARPT","< 1000 ft",,,,"No damage",,11/20/2000 0:00,,,"Illinois","CLEANED & INSPCTD","Take-off run",,1,"Medium","Unknown bird - medium",,2,0,0,0,0,0,1,"206,635",
"UNITED AIRLINES","B-737-300","Airplane","UNKNOWN","Unknown",,,,"No damage",,11/19/2000 0:00,,,"N/A","EVIDENCE OF BIRD STRIKE. NORMAL ENG PARAMETERS. INSPN. BORESCOPE AND DOWNLOAD AVM WITHIN 10 CYCLES. DID HPC 5-9. NO NOTABLE DEFECTS, ALL WITHIN LIMITS. INGESTION.",,,1,"Medium","Unknown bird - medium",,2,0,0,0,,,1,"203,420",
"UNITED AIRLINES","A-320","Airplane","UNKNOWN","Unknown",,,,"No damage",,11/19/2000 0:00,,,"N/A","EVIDENCE OF BIRD STRIKE L WING OTBD FLAP. INSPN & CLEAN.",,,1,"Medium","Unknown bird - medium",,2,0,0,0,,,1,"202,768",
"UNITED AIRLINES","B-757-200","Airplane","UNKNOWN","Unknown",,,,"Caused damage",,11/19/2000 0:00,,,"N/A","BIRD MADE A 2.5"" DIA BY .060 DEEP DENT RH INBD FLAP . WITHIN SPECS.",,,1,"Medium","Unknown bird - medium",,2,0,0,0,,,1,"202,769",
"UNITED AIRLINES","B-757-200","Airplane","UNKNOWN","Unknown",,,,"No damage",,11/18/2000 0:00,,,"N/A","BIRD HIT RADOME. INSPN.",,,1,"Medium","Unknown bird - medium",,2,0,0,0,,,1,"207,424",
"UNITED AIRLINES","B-737-300","Airplane","UNKNOWN","Unknown",,,,"No damage",,11/18/2000 0:00,,,"N/A","BIRD STRIKE INSPN. CLEANED. HIT LH INBD LE FLAP.",,,1,"Medium","Unknown bird - medium",,2,0,0,0,,,1,"210,595",
"UNITED AIRLINES","A-319","Airplane","UNKNOWN","Unknown",,,,"No damage",,11/18/2000 0:00,,,"N/A","CLEANED REMAINS FROM RT MAINT LDG GEAR & AREA.",,,1,"Medium","Unknown bird - medium",,2,0,0,0,,,1,"204,475",
"UNITED AIRLINES","A-320","Airplane","JUAN SANTAMARIA INTL","< 1000 ft",,,"Other","No damage","DELAYED ROTATION",11/18/2000 0:00,,,"N/A","SAW 15+ SML BIRD PRIOR TO ROTATION. DELAYED ROTATION UNTIL CLEAR. ON ROTATION, SAW ANOTHER 15+ AHEAD. HIT 4, 2 ON LHS AND 2 ON RT. NO PARAMETER FLUCTUATIONS.INSPN.","Take-off run",,"2 to 10","Small","Unknown bird - small",,2,0,0,0,0,0,1,"202,424",
"UNITED AIRLINES","B-747-400","Airplane","UNKNOWN","Unknown",,,,"No damage",,11/17/2000 0:00,,,"N/A","BIRD INGESTED. FEATHERS & BONES IN 2.5 BLEED BASKETS. BORESCOPED HPC 5,7 & 10TH STAGES. NO LIMITING DEFECTS",,,1,"Medium","Unknown bird - medium",,4,0,0,0,,,1,"207,297",
"UNITED AIRLINES","B-727-200","Airplane","UNKNOWN","Unknown",,,,"No damage",,11/17/2000 0:00,,,"N/A","BIRD STRIKE AFT TE FLAP OTBD OF #3 FLAP TRACK FAIRING. CLEANED & INSPCTD.",,,1,"Medium","Unknown bird - medium",,3,0,0,0,,,1,"201,930",
"UNITED AIRLINES","B-737-500","Airplane","DENVER INTL AIRPORT","< 1000 ft",,,,"No damage",,11/17/2000 0:00,,,"Colorado","FLOCK OF BIRDS AT ROTATION. SOUNDED LIKE JUST 1 HIT ABOVE COCKPIT. INSPN.","Take-off run",,1,"Medium","Unknown bird - medium",,2,0,0,0,0,0,1,"204,670",
"UNITED AIRLINES","B-777-200","Airplane","UNKNOWN","Unknown",,,,"No damage",,11/16/2000 0:00,,,"N/A","LWR SURFACE OF LH FLAPERON HAS EVIDENCE OF BIRD STRIKE. CLEANED. INSPCTD.",,,1,"Medium","Unknown bird - medium",,2,0,0,0,,,1,"205,937",
"UNITED AIRLINES","B-737-300","Airplane","UNKNOWN","Unknown",,,,"No damage",,11/16/2000 0:00,,,"N/A","#1 ENG BORESCOPE REQD. NO LIMITING DEFECTS NOTED.",,,1,"Medium","Unknown bird - medium",,2,0,0,0,,,1,"205,940",
"UNITED AIRLINES","B-767-300","Airplane","UNKNOWN","Unknown",,,,"No damage",,11/15/2000 0:00,,,"N/A","ABOVE F/O GLARESHIELD RHS. INSPN.",,,1,"Medium","Unknown bird - medium",,2,0,0,0,,,1,"206,611",
"UNITED AIRLINES","B-757-200","Airplane","UNKNOWN","Unknown",,,,"No damage",,11/15/2000 0:00,,,"N/A","ON ARRIVAL FOUND BIRD STRIKE #2 ENG. INSPN.",,,1,"Medium","Unknown bird - medium",,2,0,0,0,,,1,"206,633",
"UNITED AIRLINES","B-727-200","Airplane","UNKNOWN","Unknown",,,,"Caused damage",,11/15/2000 0:00,,,"N/A","RT OTBD LDG LITE NAD LENS SHATTERED FROM BIRD STRIKE.",,,1,"Medium","Unknown bird - medium",,3,0,0,0,,,1,"206,967",
"UNITED AIRLINES","B-737-200","Airplane","CHICAGO O'HARE INTL ARPT","Unknown",,,,"No damage",,11/14/2000 0:00,,,"Illinois","INSPCTD AND CLEANED.","Approach",,1,"Medium","Unknown bird - medium",,2,0,0,0,,,1,"208,785",
"UNITED AIRLINES","B-737-300","Airplane","UNKNOWN","Unknown",,,,"No damage",,11/14/2000 0:00,,,"N/A","EVIDENCE OF BIRD STRIKE LE L WING 2' INBD OF #1 ENG. CLEANED & INSPCTD.",,,1,"Medium","Unknown bird - medium",,2,0,0,0,,,1,"207,617",
"UNITED AIRLINES","B-737-200","Airplane","CHICAGO O'HARE INTL ARPT","< 1000 ft",,,,"No damage",,11/14/2000 0:00,,,"Illinois","BIRD HIT RHS AIRFRAME, UNKN POSITION. INSPN.","Approach",,1,"Medium","Unknown bird - medium",,2,0,0,0,200,,1,"207,616",
"UNITED AIRLINES","B-737-500","Airplane","UNKNOWN","Unknown",,,,"No damage",,11/13/2000 0:00,,,"N/A","EVIDENCE OF BIRD STRIKE AT #4 MLG BRAKE. CLEANED.",,,1,"Medium","Unknown bird - medium",,2,0,0,0,,,1,"206,104",
"UNITED AIRLINES","B-737-500","Airplane","UNKNOWN","Unknown",,,,"No damage",,11/13/2000 0:00,,,"N/A","#2 ENG INLET HAS EVIDENCE OF BIRD STRIKE. BORESCOPED. EVIDENCE OF INGESTION THRU CORE. DEF BORESCOPE FOR 10 CYCLES OR 25 HOURS.",,,1,"Medium","Unknown bird - medium",,2,0,0,0,,,1,"202,841",
"UNITED AIRLINES","B-737-300","Airplane","CHICAGO O'HARE INTL ARPT","> 1000 ft",,,,"No damage",,11/13/2000 0:00,,,"Illinois","HEARD LOUD THUMP ON FINAL. POSSIBLE BIRD STRIKE. INSPN.","Approach",,1,"Medium","Unknown bird - medium",,2,0,0,0,"1,800",,1,"207,730",
"UNITED AIRLINES","B-737-300","Airplane","DENVER INTL AIRPORT","< 1000 ft",,,,"No damage",,11/13/2000 0:00,,,"Colorado","CLEANED REMAINS FROM LWR FRONT FUSELAGE, CAPTS SIDE.  INSPCTD FOR OTHER STRIKES, NONE FOUND","Landing Roll",,1,"Medium","Unknown bird - medium",,2,0,0,0,0,0,1,"206,336",
"UNITED AIRLINES","B-737-300","Airplane","UNKNOWN","Unknown",,,,"Caused damage",,11/13/2000 0:00,,,"N/A","SEAL PLATE FOR WIRE BUNDLE DMGD FROM BIRDSTRIKE AT RHLE FLAP WELL NEAR WING ROOT. TEMP REPAIR MADE.",,,1,"Medium","Unknown bird - medium",,2,0,0,0,,,1,"207,731",
"UNITED AIRLINES","B-727-200","Airplane","UNKNOWN","Unknown",,,,"No damage",,11/12/2000 0:00,,,"N/A","SUSPECT BIRD STRIKE LHS NOSE JUST BELOW WINDSCREEN BTWN L1 AND L2 WINDOWS. INSPN. CLEANED.",,,1,"Medium","Unknown bird - medium",,3,0,0,0,,,1,"209,570",
"UNITED AIRLINES","B-727-200","Airplane","UNKNOWN","Unknown",,,,"No damage",,11/12/2000 0:00,,,"N/A","INSPN",,,1,"Medium","Unknown bird - medium",,3,0,0,0,,,1,"210,213",
"UNITED AIRLINES","B-757-200","Airplane","UNKNOWN","Unknown",,,,"No damage",,11/12/2000 0:00,,,"N/A","POSSIBLE BIRD STRIKE ON NOSE. INSPN FOUND IT HIT RADOME AT 1 OCLOCK POSITION. CLEANED BLOOD AND FEATHERS.",,,1,"Medium","Unknown bird - medium",,2,0,0,0,,,1,"210,530",
"UNITED AIRLINES","A-320","Airplane","UNKNOWN","Unknown",,,,"No damage",,11/12/2000 0:00,,,"N/A","BIRD HIT WING TO BODY PANEL 192AT AND RT MAIN GEAR. INSPN.",,,1,"Medium","Unknown bird - medium",,2,0,0,0,,,1,"210,529",
"UNITED AIRLINES","A-320","Airplane","UNKNOWN","Unknown",,,,"No damage",,11/12/2000 0:00,,,"N/A","BIRD HIT 2 FT BELOW  LHS COCKPIT WINDOW. INSPN.",,,1,"Medium","Unknown bird - medium",,2,0,0,0,,,1,"210,528",
"UNITED AIRLINES","B-737-300","Airplane","DENVER INTL AIRPORT","< 1000 ft",,,,"No damage",,11/12/2000 0:00,,,"Colorado","SUSPECT LWR RADOME. ABOUT 10 SML BIRDS FLEW ACROSS RWY. MECH INSPCTD AT MCI.","Take-off run",,"2 to 10","Small","Unknown bird - small",,2,0,0,0,0,0,1,"204,118",
"UNITED AIRLINES","B-777-200","Airplane","UNKNOWN","Unknown",,,,"No damage",,11/11/2000 0:00,,,"N/A","INGESTION. ALL ENG PARAMETERS NORMAL. INSPN, BORESCOPED.",,,1,"Medium","Unknown bird - medium",,2,0,0,0,,,1,"207,991",
"UNITED AIRLINES","B-757-200","Airplane","UNKNOWN","Unknown",,,,"No damage",,11/11/2000 0:00,,,"N/A","L WING TE FLAP OTBD END. INSPN. FOUND ON WALK AROUND.",,,1,"Medium","Unknown bird - medium",,2,0,0,0,,,1,"209,296",
"UNITED AIRLINES","B-737-500","Airplane","UNKNOWN","Unknown",,,,"No damage",,11/11/2000 0:00,,,"N/A","EVIDENCE OF BIRD STRIKE RT INBD LDG LITE. INSPN. DOWNLOAD AVM REQD.",,,1,"Medium","Unknown bird - medium",,2,0,0,0,,,1,"205,533",
"UNITED AIRLINES","B-777-200","Airplane","AMSTERDAM SCHIPHOL","< 1000 ft",,,"None","No damage",,11/11/2000 0:00,,,"N/A","INSPN. FOUND EVIDENCE ABOVE COCKPIT CEILING RT SIDE. PILOT REPTD STRIKE ON RT OF NOSE.","Approach",,1,"Medium","Unknown bird - medium",,2,0,0,0,100,,1,"207,796",
"UNITED AIRLINES","A-320","Airplane","UNKNOWN","Unknown",,,,"No damage",,11/10/2000 0:00,,,"N/A","SUSPECT BIRD INGESTION. INSPN. NO DMG NOTED.",,,1,"Medium","Unknown bird - medium",,2,0,0,0,,,1,"209,759",
"UNITED AIRLINES","A-320","Airplane","JUAN SANTAMARIA INTL","< 1000 ft",,,,"No damage",,11/10/2000 0:00,,,"N/A","BIRD HIT RADOME BELOW CAPT. FLT CONTD TO MEX. INSPN.","Take-off run",,1,"Small","Unknown bird - small",,2,0,0,0,0,0,1,"209,760",
"UNITED AIRLINES","B-727-200","Airplane","UNKNOWN","Unknown",,,,"No damage",,11/9/2000 0:00,,,"N/A","CLEANED AND INSPCTD RT INBD FLAP AREA.",,,1,"Medium","Unknown bird - medium",,3,0,0,0,,,1,"202,441",
"UNITED AIRLINES","B-727-200","Airplane","UNKNOWN","Unknown",,,,"No damage",,11/9/2000 0:00,,,"N/A","BIRD STRIKE. CREW REPTS NO ENG FLUCT. INSPN GEAR AND ENG INLETS. NO DEFECTS.",,,1,"Medium","Unknown bird - medium",,3,0,0,0,,,1,"202,430",
"UNITED AIRLINES","B-737-500","Airplane","SAN FRANCISCO INTL ARPT","Unknown",,,,"No damage",,11/9/2000 0:00,,,"California","BIRD STRIKE ON FINAL. L FUSELAGE. INSPN.","Approach",,1,"Medium","Unknown bird - medium",,2,0,0,0,,,1,"207,013",140
"UNITED AIRLINES","A-319","Airplane","UNKNOWN","Unknown",,,,"No damage",,11/9/2000 0:00,,,"N/A","FOUND BIRD STRIKE #1 ENG INLET. INSPN.",,,1,"Medium","Unknown bird - medium",,2,0,0,0,,,1,"201,738",
"UNITED AIRLINES","B-777-200","Airplane","UNKNOWN","Unknown",,,,"No damage",,11/8/2000 0:00,,,"N/A","BIRD HIT RHS A/C. INSPN.",,,1,"Medium","Unknown bird - medium",,2,0,0,0,,,1,"207,150",
"UNITED AIRLINES","B-737-500","Airplane","UNKNOWN","Unknown",,,,"No damage",,11/8/2000 0:00,,,"N/A","BIRD HIT RH INBD LE SLAT. CLEANED & INSPCTD.",,,1,"Medium","Unknown bird - medium",,2,0,0,0,,,1,"206,811",
"UNITED AIRLINES","B-757-200","Airplane","UNKNOWN","Unknown",,,,"No damage",,11/7/2000 0:00,,,"N/A","CREW FOUND A BIRD STRIKE ON RH WING ROOT. INSPN.",,,1,"Medium","Unknown bird - medium",,2,0,0,0,,,1,"204,648",
"UNITED AIRLINES","B-737-200","Airplane","UNKNOWN","Unknown",,,,"No damage",,11/7/2000 0:00,,,"N/A","BIRD STRIKE NEAR NOSE TIRE GEAR. INSPN.",,,1,"Medium","Unknown bird - medium",,2,0,0,0,,,1,"201,834",
"UNITED AIRLINES","B-757-200","Airplane","UNKNOWN","Unknown",,,,"Caused damage",,11/7/2000 0:00,,,"N/A","#2 ENG HAS BIRD STRIKE ON LWR NOSE COWL INLET. EVIDENCE OF CORE INGESTION. FAN BLADES DAMAGED AND BLENDED. DMG WITHIN LIMITS.",,,1,"Medium","Unknown bird - medium",,2,0,0,0,,,1,"204,626",
"UNITED AIRLINES","B-737-300","Airplane","NEW ORLEANS INTL","Unknown",,,,"No damage",,11/6/2000 0:00,,,"Louisiana","LOUD THUMP JUST PRIOR TO LDG. BIRD HIT LWR RHS FUSELAGE FWD OF EXT POWER DOOR ADN THEN UNDERSIDE OF #2 ENG NOSE COWL. INSPN.","Approach",,1,"Medium","Unknown bird - medium",,2,0,0,0,,,1,"208,518",
"UNITED AIRLINES","B-757-200","Airplane","UNKNOWN","Unknown",,,,"No damage",,11/6/2000 0:00,,,"N/A","CLEANED & INSPCTD.",,,1,"Medium","Unknown bird - medium",,2,0,0,0,,,1,"208,285",
"UNITED AIRLINES","B-737-300","Airplane","UNKNOWN","Unknown",,,,"No damage",,11/6/2000 0:00,,,"N/A","BIRD HIT LH TE OTBD MID AND AFT FLAPS. INSPN. CLEANED.",,,1,"Medium","Unknown bird - medium",,2,0,0,0,,,1,"201,132",
"UNITED AIRLINES","B-767-300","Airplane","SAN FRANCISCO INTL ARPT","< 1000 ft",,,,"No damage",,11/6/2000 0:00,,,"California","SUSPECT BIRD STRIKE ON LHS DURING LDG. INSPN.","Landing Roll",,1,"Medium","Unknown bird - medium",,2,0,0,0,0,0,1,"211,383",
"UNITED AIRLINES","B-737-200","Airplane","UNKNOWN","Unknown",,,,"No damage",,11/5/2000 0:00,,,"N/A","BIRD HIT LHS FUSELAGE JUST FWD OF LE. CLEANED & INSPCTD.",,,1,"Medium","Unknown bird - medium",,2,0,0,0,,,1,"206,907",
"UNITED AIRLINES","A-320","Airplane","UNKNOWN","Unknown",,,,"No damage",,11/5/2000 0:00,,,"N/A","BIRD HIT LSH BELOW WINDSHLD. INSPN.",,,1,"Medium","Unknown bird - medium",,2,0,0,0,,,1,"202,458",
"UNITED AIRLINES","B-727-200","Airplane","DENVER INTL AIRPORT","< 1000 ft",,,,"No damage",,11/5/2000 0:00,,,"Colorado","BIRD HIT JUSTY ABOVE F/O R-1 WINDOW. INSPN.","Landing Roll",,1,"Medium","Unknown bird - medium",,3,0,0,0,0,0,1,"206,741",
"UNITED AIRLINES","B-757-200","Airplane","DENVER INTL AIRPORT","< 1000 ft",,,,"No damage",,11/5/2000 0:00,,,"Colorado","BIRD HIT NEAR NOSEWHEEL OR RADOME. FLT 701.","Landing Roll","Night",1,"Medium","Unknown bird - medium",,2,0,0,0,0,0,1,"202,581",
"UNITED AIRLINES","B-727-200","Airplane","UNKNOWN","Unknown",,,,"No damage",,11/3/2000 0:00,,,"N/A","BIRD STRIKE INSPN.",,,1,"Medium","Unknown bird - medium",,3,0,0,0,,,1,"203,872",
"UNITED AIRLINES","B-727-200","Airplane","UNKNOWN","Unknown",,,,"No damage",,11/3/2000 0:00,,,"N/A","BIRD HIT UPPER CTR OF CAPT'S WINDSHLD. INSPN.",,,1,"Medium","Unknown bird - medium",,3,0,0,0,,,1,"201,035",
"UNITED AIRLINES","B-737-500","Airplane","UNKNOWN","Unknown",,,,"No damage",,11/3/2000 0:00,,,"N/A","FOUND BIRD STRIKE ON PRE FLT INSPN. L INBD FLAP.",,,1,"Medium","Unknown bird - medium",,2,0,0,0,,,1,"206,897",
"UNITED AIRLINES","B-737-500","Airplane","UNKNOWN","Unknown",,,,"No damage",,11/3/2000 0:00,,,"N/A","BIRD STRIKE CAUSED NO ENG PARAMETER CHANGES OR ODORS. INSPN",,,1,"Medium","Unknown bird - medium",,2,0,0,0,,,1,"205,777",
"UNITED AIRLINES","B-737-300","Airplane","UNKNOWN","Unknown",,,,"No damage",,11/3/2000 0:00,,,"N/A","CAPT REPTD EVIDENCE OF BIRDSTRIKE ON LWR RHS RADOME. INSPN.",,,1,"Medium","Unknown bird - medium",,2,0,0,0,,,1,"207,348",
"UNITED AIRLINES","B-737-200","Airplane","UNKNOWN","Unknown",,,,"No damage",,11/3/2000 0:00,,,"N/A","CREW REPTS BIRD STRIKE ON CAPT'S 1L WINDSHLD & L WING. NO ABNORMAL ENG FLUCTUATIONS OR SMELL NOTED. INSPN.",,,1,"Medium","Unknown bird - medium",,2,0,0,0,,,1,"203,900",
"UNITED AIRLINES","B-767-300","Airplane","SAN FRANCISCO INTL ARPT","Unknown","None","No Cloud","None","No damage",,11/3/2000 0:00,,,"California","BIRD STRIKE ON SHORT FINAL. 1 UNDER CAPTS WINDOW FOR SURE, POSSIBLY MORE. INSPN. BIRD REPTD BY AMT AS ""BIG PIGEON""","Approach","Night",1,"Large","Unknown bird - large",,2,0,0,0,,,1,"203,880",
"UNITED AIRLINES","B-747-400","Airplane","SAN FRANCISCO INTL ARPT","< 1000 ft",,,,"No damage",,11/3/2000 0:00,,,"California","BIRD HIT RT FWD PART OF A/C. INSPN.","Landing Roll",,1,"Medium","Unknown bird - medium",,4,0,0,0,0,0,1,"205,963",
"UNITED AIRLINES","B-777-200","Airplane","SAN FRANCISCO INTL ARPT","< 1000 ft","None","No Cloud","None","No damage",,11/3/2000 0:00,,,"California","EVIDENCE OF BIRD STRIKE ON LDG GEAR. AT LEAST 1 HIT NOSE GEAR. CLEANED & INSPCTD. AMT REPTD BIRD AS BIG PIGEON.","Approach",,1,"Medium","Unknown bird - medium",,2,0,0,0,500,,1,"207,378",
"UNITED AIRLINES","B-737-300","Airplane","UNKNOWN","Unknown",,,,"No damage",,11/2/2000 0:00,,,"N/A","BIRD HIT LHS FWD FUSELAGE. INSPN. FOUND EVIDENCE OF STRIKE.",,,1,"Small","Unknown bird - small",,2,0,0,0,,,1,"206,713",
"UNITED AIRLINES","B-727-200","Airplane","UNKNOWN","Unknown",,,,"No damage",,11/2/2000 0:00,,,"N/A","INSPN. LWR L RADOME",,,1,"Medium","Unknown bird - medium",,3,0,0,0,,,1,"201,786",
"UNITED AIRLINES","B-737-300","Airplane","READING REGIONAL","Unknown",,,,"No damage",,11/2/2000 0:00,,,"Pennsylvania","BIRD STRIKE AT #2 ENG INLET. BORESCOPE. NO DMG.",,"Night",1,"Medium","Unknown bird - medium",,2,0,0,0,,,1,"205,594",
"UNITED AIRLINES","B-767-200","Airplane","UNKNOWN","Unknown",,,,"No damage",,11/2/2000 0:00,,,"N/A","INSPN",,,1,"Medium","Unknown bird - medium",,2,0,0,0,,,1,"207,305",
"UNITED AIRLINES","B-757-200","Airplane","UNKNOWN","Unknown",,,,"No damage",,11/2/2000 0:00,,,"N/A","BIRD HIT LH INBD TE FLAP. INSPN.",,,1,"Medium","Unknown bird - medium",,2,0,0,0,,,1,"202,357",
"UNITED AIRLINES","B-737-500","Airplane","UNKNOWN","Unknown",,,,"No damage",,11/2/2000 0:00,,,"N/A","HIT FUSELAGE JUST BELOW R2 WS. INSPN.",,,1,"Medium","Unknown bird - medium",,2,0,0,0,,,1,"202,065",
"UNITED AIRLINES","B-737-300","Airplane","UNKNOWN","Unknown",,,,"No damage",,11/1/2000 0:00,,,"N/A","POSSIBLE BIRD STRIKE BELOW CAPT WINDSHLD. INSPN.",,,1,"Medium","Unknown bird - medium",,2,0,0,0,,,1,"206,309",
"UNITED AIRLINES","B-737-300","Airplane","PORTLAND INTL (OR)","< 1000 ft",,,,"Caused damage",,11/1/2000 0:00,,,"Oregon","ALL ENG PARAMETERS OK. REPLACED 2 FAN BLADES.","Climb",,1,"Medium","Unknown bird - medium",,2,0,0,0,"1,000",,1,"207,245",
